id,subject,scene,quality,relevance,verified,script,objects,descriptions,actions,length
OL2QI,AC0W,Closet / Walk-in closet / Spear closet,7,7,Yes,A person is standing in the closet putting a blanket on the shelf.  The person grabs a pillow off the shelf and throws it on the floor.,blanket;clothes;floor;pillow;shelf,An individual picked up a pillow and put it in the closet. They then threw something from the closet on the floor.,c074 19.70 29.40;c126 3.70 15.90;c076 12.80 18.20;c077 18.00 25.00;c081 18.70 25.40;c001 11.50 24.80,38
DRGKV,Z68L,Bedroom,6,6,Yes,A person is standing in their bedroom while undressing by taking their jacket off. They put a picture onto their bed and hold a camera up towards the door.,bed;camera;clothes;door;phone;picture,A person walks into a bedroom and takes off a jacket and throwing it on the bed and then taking a picture.,c015 22.40 30.60;c087 21.00 29.00;c003 12.40 17.30;c155 3.90 14.30,31.88
UKGO4,YA10,Home Office / Study (A room in a house used for work),7,4,No,A person is leaving with dishes.  Then a person comes back without the dishes.  A person is dressing and turning off a light.,clothes;cup/glass/bottle;dish;hat;light;plate;sweater,"The person is holding a plate of something and walks away. They come back and put on a sweater and a hat, turn off the light, and leave the room.;A person is standing at a desk with a plate and cup they take them away and come back they take off their hat and put a shirt on then they put their hat back on and turn off the light.",c120 0.00 7.50;c148 10.50 33.00;c118 0.00 6.90;c105 26.80 31.10;c119 0.00 3.60;c148 15.20 20.20;c001 10.70 15.70;c110 0.00 4.40;c107 0.00 4.40;c000 12.10 29.50,32.5
7DGWM,YMXV,Bedroom,6,6,Yes,A person is grasping a towel in their hand then running up to a pillow and puts it on the floor.,bed;door;floor;pillow;towel,"A person is walking into a bedroom with a towel. The person sits down on a bed, stands up and grabs the pillows. The person holds the pillows to their chest, then sets them on the floor while they close the bedroom door.;a person walks into a room with a towel then sits on his bed on a pillow and holds two pillows",c033 8.90 15.70;c035 15.40 22.50;c077 5.50 13.20;c079 13.10 22.10;c151 15.40 26.60;c006 15.90 32.00;c034 26.40 32.00;c076 17.10 30.30;c150 2.20 8.20;c154 7.90 23.30;c135 4.40 11.20;c078 15.90 30.10;c097 0.60 6.50,31.04
UIWY2,QOQ4,Basement (A room below the ground floor),6,7,Yes,"A person stands on a chair in the basement, changing a light bulb. The person gets down from the chair and sits in it once the job is completed.",chair;light,"A person steps on a chair, changes a light bulb, then sits down in the chair.",c103 2.00 22.40;c060 0.60 24.20;c151 23.30 28.90,28.54
64HO1,FNK4,Entryway (A hall that is generally located at the entrance of a house),6,7,Yes,A person laughs as they walk into the entryway with a box of medicine and some food on a plate.,dish;door;food;glass,"This person enters a home, stands in entry area for a while, holding a plate of food and a glass while smile and laughing.;A person walks into a home they are carrying a plate and a bottle of medicine they are laughing.",c061 2.10 30.00;c149 2.90 30.00;c006 6.00 12.90;c152 2.30 30.00;c008 0.80 8.60;c118 1.40 30.00;c097 0.70 10.30,29.5
PCXYE,5LWB,Garage,7,7,Yes,"A person sits in the garage, grasping a cup of coffee. The person stares at a picture hanging on the wall.",chair;coffee;cup;glass;shelf;wall,A person drinks from a cup while sitting in a chair before fixing a shelf.;A person is sitting on a bike and drinking from a white cup. They get up and walk over to a shelf and put it down.,c107 0.00 26.90;c106 0.20 14.30;c154 15.80 21.70;c082 21.30 36.00;c059 0.00 21.00;c110 0.00 26.40;c081 0.00 26.40;c109 0.00 26.40,34.54
I5PU9,YMXV,Bathroom,6,1,No,A person is sneezing by a window and then grasping a camera in the laundry room.,clothes;phone;window,"A person straightens some clothes, picks up a phone and plays with it.;A person holding a phone looks out a window and then straightens some clothes on a clothes line.",c004 11.20 23.00;c015 19.80 33.00;c018 6.20 33.00;c002 7.80 23.40;c001 7.80 23.40;c016 19.20 33.00,32.04
9OJXP,9PLL,Entryway (A hall that is generally located at the entrance of a house),5,6,Yes,A person opens the door and walks into their entryway holding a towel and a sandwich. They sneeze then leave the room.,door;towel,"A person opens a door while holding a towel, sneezes and leaves.",c008 5.60 17.40;c033 0.00 32.30;c153 15.40 26.90;c097 10.20 17.80,31.62
8EYHC,H8N1,Living room,5,6,Yes,A person is seen sitting on a chair. They are working on their laptop and begin sneezing.,hair;none,A person is sneezing while sitting in a chair,c153 10.00 22.40;c144 23.20 27.00,26.33
XOFEX,WQ8Z,Pantry,6,7,Yes,"A person is grasping a camera, then working on a laptop in a pantry.",camera;laptop;phone;table,A person is holding and touching a camera. The person then types away on a laptop;A person is trying to fix a camera then they put it down on the table and start to work on their laptop.,c052 13.20 31.00;c016 0.00 15.60;c017 12.30 17.20;c014 12.90 31.00;c009 12.00 17.20,29.79
GFON7,D0RU,Bathroom,7,5,Yes,"A person is laughing over the sink.  They turn, open the door, and walk out of the room.",door;toilet,"The person is laughing and standing next to a toiler, and walks out the bathroom.",c149 0.00 13.50;c152 9.90 19.30;c097 13.10 22.90;c152 0.00 32.00,30.5
T0V4O,5LWB,Bathroom,6,6,Yes,"A person is fixing a mirror in the bathroom. The person takes medicine from the cabinet and begins leaving, running out of the room.",box;cabinet;medicine;mirror,person hanging a shelf on a wall opens a box puts it up on a shelf,c093 0.00 23.90;c044 25.50 30.50;c096 0.00 23.40;c042 27.00 32.10;c041 23.30 30.80;c043 30.20 33.00;c039 30.20 33.00;c040 30.20 33.00,32.17
MSN1B,UTMU,Living room,5,7,Yes,A laughing person awakens in their living room and holding a phone. They sit up and drink from a glass.,cup;glass;phone/camera;sofa,A person is lying on the couch and awakes. The person then grabs a cup of water and begins to drink it.;a person wakes up on the sofa and drinks some water then gets up,c106 8.30 14.70;c107 5.60 18.00;c110 6.70 11.50;c146 0.00 6.90;c154 17.80 23.10;c122 0.00 8.10;c015 0.00 9.90,23.46
2QI8F,5LWB,Laundry room,5,7,Yes,A person grasps detergent from a shelf and pours it into a washing machine next to a window.,box;clothes;doorway;lid;scoop;table;washer;washing machine,"Person carrying box of laundry detergent, puts a scoop of detergent into washing machine, closes lid, walks out, places box on table;The person adds a scoop of soap to the washer then walks away and sets the box down.",c040 0.00 16.90;c042 9.70 18.80;c044 0.00 7.60;c009 10.20 20.50;c041 0.00 3.50;c097 8.40 13.90;c039 4.20 10.30;c041 0.00 14.00;c005 0.00 13.00;c039 9.70 14.20,21.42
JJKNY,WG9D,Bathroom,4,7,Yes,A sneezing person is undressing in their bathroom and washing a dish in the sink and eating a sandwich.,clothes;dish;electric razor;food;sandwich;shirt;sink;sponge,"A person takes off a shirt and puts it down.  Then the person puts a dish in the sink, begins to wash it before picking up some food and eating it.;A person takes off a shirt, sneezes, then starts to shave",c065 6.50 11.00;c069 5.40 11.00;c119 2.10 7.50;c121 3.40 9.80;c156 5.80 11.00;c067 6.20 11.00;c118 2.50 7.30;c120 2.00 7.00;c155 0.00 4.80;c153 0.00 3.40;c002 0.00 6.10,9.79
ODFF6,PKND,Kitchen,7,7,Yes,"Two people are laughing and playing by an old refrigerator, throwing a bag back and forth.",bag;refrigerator,Two people toss a towel back and forth while one opens and closes a fridge.,c024 4.50 9.90;c142 6.10 12.30;c143 9.50 15.10;c149 19.50 32.00;c020 3.10 8.90,31.08
EAPFO,KFGP,Bedroom,5,7,Yes,A person is watching television while snuggling up under a blanket in the bedroom.,bed;blanket;television,A person is lying in bed snuggling a blanket and watching television.,c072 0.00 34.00;c132 0.00 34.00;c070 5.70 20.30;c134 0.10 34.00,32.71
1Q8WU,0KZ7,Stairs,3,6,Yes,A person is watching their step while holding a sandwich in one hand and medicine in the other when suddenly they sneeze and drop the medicine.,bottle;food;medicine;stairs,A young person is slowly walking down stairs while carrying a bottle. Near the bottom of the stairs the person appears to sneeze and drops the bottle.;A person walks down some stairs holding some medicine. A person throws the medicine on the ground,c153 16.80 23.40;c128 0.00 22.60;c061 0.00 26.00,25.17
QSQK2,OUKK,Entryway (A hall that is generally located at the entrance of a house),3,6,Yes,A person is running through the doorway that leads into a house. The person stops to fix a picture they accidentally jostled.,door;picture,A person runs to their door but knocks down a picture. They straighten it and then exit the door.;A person runs and bumps a picture.  The person straightens the picture and opens a door.  The person walks through the doorway and closes the door.,c097 22.00 29.90;c150 7.00 12.70;c006 22.50 29.00;c008 19.20 26.80;c086 9.80 22.40;c141 18.70 25.60,29.71
GOCDE,PO5L,Living room,3,7,Yes,A person sat down on the sofa after pouring a drink from the refrigerator. He continued playing his video game.,couch;glass;sofa;table;video game;water,"A person pours water into a glass and sits on the couch and plays a video game.;person came from somewhere and sat on the Sofa, drank water and then played video games and left to somewhere",c123 5.40 11.00;c107 1.80 14.00;c009 9.30 26.00;c108 3.60 9.00;c106 7.40 12.80;c110 2.20 7.70;c109 9.10 14.70;c154 19.00 25.20,25.42
OS7VW,R1OT,Bedroom,1,1,No,"A person is laughing as the person looks in the mirror. Then, smiling, the person reaches to open the cabinet.",cabinet;mirror,A person is staring into a mirror.  He opens a cabinet.,c094 0.00 16.60;c113 10.80 31.00;c152 0.00 9.70;c154 0.00 31.00;c114 13.20 31.00;c096 0.00 31.00,29.96
ICL1M,QB52,Bedroom,5,5,Yes,"A person is grasping a book, then standing and drinking coffee and eating food in a recreation room / man cave.",bed;book;cup;glass;stand;water,"A person is sitting on a bed in a dorm room, reading a book. Afterwards, the person picks up a glass of water and drinks it. After they stand up, the person puts down the glass.;A person is sitting on a bed reading a book. They close it and take a glass of water from a stand and take a drink before standing and putting it back down.",c025 16.10 22.10;c026 0.00 31.00;c032 0.00 20.00;c154 22.80 29.20;c135 0.00 23.50;c106 20.10 26.20;c109 19.00 31.00,29.92
IULMX,1OHU,Bedroom,7,7,Yes,"One person awakens, then throws a pillow toward the wardrobe and smiles.",bed;floor;pillow,"A person is lying down snuggling a pillow. The person wakes up, throws the pillow, and then yawns.;The person wakes happily, throws the pillow to the side, and gets out of bed.",c080 0.00 24.70;c146 1.60 11.00;c152 7.30 20.00;c134 0.00 28.00;c133 1.80 10.60;c077 11.80 18.10;c076 4.20 9.40;c135 24.90 28.00;c078 0.00 12.50;c126 14.40 20.70;c079 8.60 13.80,26.75
AHLZY,P3TI,Bathroom,7,7,Yes,A person is washing their face and then dries it with a towel. Then they turn on the vacuum and start sneezing.,floor;hands;sink;towel;vacuum;water,A person is in a bathroom washing up then dries face and hands with a towel then proceeds to vacuum.;The person bends over the sink and rinses their face with water.  The person then dries their face and goes over to use the vacuum.,c137 18.60 34.00;c153 14.40 21.20;c038 12.00 22.60;c035 12.00 17.10;c153 21.80 32.10;c034 15.90 21.70;c127 19.40 28.80;c139 0.00 7.10,32.83
WB17C,6RE8,Kitchen,6,7,Yes,"A person opens the refrigerator and takes some groceries out, and starts cooking. They begin to sneeze uncontrollably.",bag;counter;food;fridge;groceries;refrigerator;shirt,A person opens the fridge and takes out a bag. They close the fridge and walk over to the stove. They sneeze several times.;A person opened a fridge and took out some groceries.  The person then put the groceries on a kitchen counter.  The person than began sneezing alot.,c020 7.50 15.10;c142 10.60 16.20;c153 23.20 35.00;c143 0.90 7.20;c130 4.40 23.40;c063 4.40 15.10,34.08
AM3R2,L4ZP,Living room,7,7,Yes,"In the living room, a person is running around with a glass of coffee in one hand, and a pillow in the other hand.  Realizing how silly they look, they begin sitting down while throwing the pillow on the ground.",blanket;cup;mug;pillow;sofa,A person runs around a room holding a pillow and mug. The person throws the pillow down and then sits down on a sofa.;A person runs around the room with a blanket and a cup and then sits on the sofa.,c076 0.00 13.90;c150 0.00 10.40;c123 10.80 27.00;c151 9.90 16.20;c080 8.80 14.80;c107 0.00 27.00,26.04
LHMMJ,BYF9,Kitchen,5,7,Yes,"A person sits in a chair in the kitchen. The person stands up to reach a dish in the cabinet, gets the dish, and then leaves.",cabinet;chair;dishes;doorway;food,A person is reaching for food on the top shelf of a cabinet.,c059 0.00 9.30;c114 14.70 22.30;c154 4.30 9.30;c097 22.20 27.00;c063 16.50 22.30,25.5
65M4K,6NQX,Kitchen,7,7,No,"A person is cooking at a stove, then pouring food into dishes and then grasping a towel in a kitchen.",dish;food;groceries;refrigerator;stove;towel,"Person walking in the room open a refrigerator, getting food out cooking the food on the table",c120 20.00 32.00;c062 3.90 27.90;c147 20.50 32.00;c143 0.00 5.40;c063 2.70 11.70;c130 13.40 21.00;c061 6.70 19.90,31.08
95MOF,WG9D,Bathroom,5,6,Yes,A person is smiling and grasping a medicine bottle.  Then a person is grasping homework and leaving.,glass;homework;medicine,A person grabs a phone and book and leaves a bathroom.,,8.54
YSL3Z,ZAWX,Living room,5,7,Yes,"A person is snuggling a blanket and riding a broom like a witch, laughing and having a good time.",blanket;broom;chair;towel,The person is wiping their face with a towel and playing on a broom.,c070 0.00 14.10;c100 13.10 31.00;c149 20.40 31.00;c154 10.30 31.00;c034 9.80 14.10;c038 0.00 12.30;c059 0.00 14.90;c152 18.50 31.00,29.88
NY5LX,0KZ7,Closet / Walk-in closet / Spear closet,5,7,Yes,"A person is standing and fixing a shelf, then putting clothes in a bag in a Closet / Walk-in closet / Spear closet.",bag;closet/cabinet;clothes;floor;shelf;towel;wardrobe,"A person is doing something on a shelf, then putting clothes in a bag in a wardrobe",c021 19.60 27.10;c082 0.00 14.10;c020 19.50 36.00;c001 19.80 36.00;c002 0.00 36.00;c081 0.00 21.20;c114 0.00 36.00;c004 0.00 36.00;c127 17.70 36.00;c154 0.00 36.00;c000 17.90 36.00;c023 17.40 24.00;c033 24.00 29.00;c035 22.90 28.70;c034 24.80 30.60,34.5
